"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label"
"Mozambique","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",1.486,
"Mozambique","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",2.469,
"Mozambique","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2016",1.943,
"Mozambique","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2016",1.441,
"Mozambique","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2016",2.412,
"Mozambique","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2015",1.901,"Real value"
"Mozambique","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2015",1.403,"Real value"
"Mozambique","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2015",2.364,"Real value"
"Mozambique","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2014",1.857,
"Mozambique","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2014",1.414,
"Mozambique","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2014",2.265,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2024",7.793,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2024",5.599,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2024",12.127,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2023",7.886,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2023",5.682,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2023",12.245,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2022",7.972,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2022",5.764,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2022",12.363,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2021",8.307,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2021",6.082,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2021",12.648,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2020",8.135,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2020",6.017,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2020",12.323,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2019",7.778,"Real value"
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2019",5.638,"Real value"
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2019",12.014,"Real value"
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2018",8.015,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2018",6.799,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2018",10.437,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2017",8.14,"Real value"
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",7.84,"Real value"
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",8.741,"Real value"
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2016",8.259,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2016",7.761,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2016",9.264,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2015",8.271,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2015",7.579,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2015",9.683,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2014",8.379,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2014",7.485,
"Mauritania","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2014",10.22,
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2024",4.241,
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2024",2.852,
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2024",6.35,
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2023",4.348,
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2023",3.054,
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2023",6.333,
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2022",4.591,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2022",3.296,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2022",6.631,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2021",5.812,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2021",5.428,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2021",6.42,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2020",6.596,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2020",5.954,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2020",7.616,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2019",4.149,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2019",2.443,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2019",6.818,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2018",3.783,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2018",2.224,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2018",6.301,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2017",4.183,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",2.755,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",6.512,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2016",4.358,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2016",2.689,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2016",7.089,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2015",4.573,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2015",2.968,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2015",7.149,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2014",4.841,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2014",3.304,"Real value"
"Mauritius","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2014",7.364,"Real value"
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2024",4.25,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2024",3.113,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2024",5.433,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2023",4.259,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2023",3.115,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2023",5.449,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2022",4.268,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2022",3.122,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2022",5.459,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2021",4.772,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2021",3.66,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2021",5.918,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2020",4.783,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2020",3.708,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2020",5.902,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2019",4.192,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2019",3.097,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2019",5.323,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2018",4.257,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2018",3.157,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2018",5.39,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2017",4.297,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",3.198,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",5.428,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2016",4.265,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2016",3.177,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2016",5.39,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2015",4.21,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2015",3.137,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2015",5.324,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2014",4.224,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2014",3.155,
"Malawi","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2014",5.341,
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2024",2.457,
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2024",2.541,
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2024",2.325,
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2023",2.455,
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2023",2.55,
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2023",2.304,
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2022",2.496,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2022",2.597,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2022",2.334,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2021",3.407,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2021",3.219,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2021",3.703,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2020",3.191,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2020",3.209,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2020",3.163,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2019",1.78,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2019",1.89,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2019",1.605,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2018",1.796,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2018",1.779,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2018",1.824,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2017",1.94,
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",1.833,
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",2.114,
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2016",2.026,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2016",1.825,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2016",2.354,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2015",1.564,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2015",1.529,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2015",1.622,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2014",1.469,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2014",1.437,"Real value"
"Malaysia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2014",1.521,"Real value"
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2024",16.345,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2024",17.563,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2024",15.132,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2023",16.489,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2023",17.723,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2023",15.255,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2022",16.79,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2022",18.061,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2022",15.506,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2021",17.729,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2021",19.277,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2021",16.209,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2020",17.576,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2020",19.182,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2020",15.97,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2019",16.711,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2019",18.041,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2019",15.385,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2018",16.581,"Real value"
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2018",17.903,"Real value"
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2018",15.262,"Real value"
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Total","Age (Youth, adults): 25+","2017",17.553,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Male","Age (Youth, adults): 25+","2017",17.985,
"Namibia","ILO - Modelled Estimates","Unemployment rate by sex and age -- ILO modelled estimates, May 2024 (%)","Sex: Female","Age (Youth, adults): 25+","2017",17.106,
